NR_REF;POSTO_GRADUACAO;QUADRO;RACA
662;MAJ     ;QOS ;PARDO     
663;MAJ     ;QOPM;BRANCO    
664;CAP     ;QOPM;PARDO     
665;CAP     ;QOPM;BRANCO    
666;CAP     ;QOPM;BRANCO    
667;CAP     ;QOPM;BRANCO    
668;CAP     ;QOPM;PRETO     
669;CAP     ;QOPM;BRANCO    
670;CAP     ;QOS ;PARDO     
671;CAP     ;QOS ;PARDO     
672;CAP     ;QOC ;BRANCO    
673;CAP     ;QOPM;BRANCO    
674;CAP     ;QOPM;PARDO     
675;CAP     ;QOPM;BRANCO    
676;CAP     ;QOPM;BRANCO    
677;CAP     ;QOPM;BRANCO    
678;CAP     ;QOPM;BRANCO    
679;CAP     ;QOPM;BRANCO    
680;CAP     ;QOPM;BRANCO    
681;CAP     ;QOPM;PARDO     
682;CAP     ;QOPM;BRANCO    
683;CAP     ;QOPM;BRANCO    
684;CAP     ;QOPM;PARDO     
685;CAP     ;QOS ;BRANCO    
686;CAP     ;QOPM;BRANCO    
687;CAP     ;QOE ;BRANCO    
688;CAP     ;QOPM;PRETO     
689;CAP     ;QOPM;BRANCO    
690;CAP     ;QOPM;NAO INF.  
691;CAP     ;QOC ;PARDO     
692;CAP     ;QOC ;BRANCO    
693;CAP     ;QOC ;PARDO     
694;CAP     ;QOC ;PARDO     
695;CAP     ;QOC ;BRANCO    
696;CAP     ;QOPM;BRANCO    
697;CAP     ;QOC ;PARDO     
698;CAP     ;QOPM;NAO INF.  
699;CAP     ;QOPM;PRETO     
700;CAP     ;QOC ;BRANCO    
701;CAP     ;QOC ;PARDO     
702;CAP     ;QOC ;PARDO     
703;CAP     ;QOC ;PARDO     
704;CAP     ;QOE ;BRANCO    
705;CAP     ;QOPM;PARDO     
706;CAP     ;QOE ;PARDO     
707;CAP     ;QOC ;PARDO     
708;CAP     ;QOPM;PARDO     
709;CAP     ;QOC ;PARDO     
710;CAP     ;QOE ;BRANCO    
711;CAP     ;QOPM;PARDO     
712;CAP     ;QOPM;BRANCO    
713;CAP     ;QOPM;BRANCO    
714;CAP     ;QOC ;BRANCO    
715;CAP     ;QOC ;PARDO     
716;CAP     ;QOPM;PRETO     
717;CAP     ;QOPM;BRANCO    
718;CAP     ;QOPM;PARDO     
719;CAP     ;QOPM;PRETO     
720;CAP     ;QOPM;PARDO     
721;CAP     ;QOPM;PARDO     
722;CAP     ;QOS ;PARDO     
723;CAP     ;QOPM;PARDO     
724;CAP     ;QOPM;PRETO     
725;CAP     ;QOPM;PARDO     
726;CAP     ;QOPM;PRETO     
727;CAP     ;QOPM;PARDO     
728;CAP     ;QOPM;BRANCO    
729;CAP     ;QOPM;AMARELO   
730;CAP     ;QOPM;BRANCO    
731;CAP     ;QOS ;BRANCO    
732;CAP     ;QOPM;BRANCO    
733;CAP     ;QOPM;PARDO     
734;CAP     ;QOPM;BRANCO    
735;CAP     ;QOPM;PARDO     
736;CAP     ;QOPM;BRANCO    
737;CAP     ;QOPM;PARDO     
738;CAP     ;QOPM;PARDO     
739;CAP     ;QOPM;PARDO     
740;CAP     ;QOPM;BRANCO    
741;CAP     ;QOPM;PARDO     
742;CAP     ;QOPM;BRANCO    
743;CAP     ;QOPM;BRANCO    
744;CAP     ;QOPM;BRANCO    
745;CAP     ;QOPM;BRANCO    
746;CAP     ;QOC ;PARDO     
747;CAP     ;QOPM;PARDO     
748;CAP     ;QOPM;PARDO     
749;CAP     ;QOPM;BRANCO    
750;CAP     ;QOPM;PRETO     
751;CAP     ;QOPM;BRANCO    
752;CAP     ;QOPM;NAO INF.  
753;CAP     ;QOPM;PARDO     
754;CAP     ;QOPM;PARDO     
755;CAP     ;QOPM;BRANCO    
756;CAP     ;QOPM;PARDO     
757;CAP     ;QOPM;BRANCO    
758;CAP     ;QOPM;PARDO     
759;CAP     ;QOPM;BRANCO    
760;CAP     ;QOPM;PARDO     
761;CAP     ;QOPM;BRANCO    
762;CAP     ;QOPM;BRANCO    
763;CAP     ;QOPM;BRANCO    
764;CAP     ;QOPM;BRANCO    
765;CAP     ;QOPM;BRANCO    
766;CAP     ;QOPM;BRANCO    
767;CAP     ;QOPM;BRANCO    
768;CAP     ;QOPM;BRANCO    
769;CAP     ;QOPM;BRANCO    
770;CAP     ;QOPM;BRANCO    
771;CAP     ;QOPM;BRANCO    
772;CAP     ;QOPM;BRANCO    
773;CAP     ;QOPM;BRANCO    
774;CAP     ;QOPM;BRANCO    
775;CAP     ;QOPM;PARDO     
776;CAP     ;QOPM;PARDO     
777;CAP     ;QOPM;BRANCO    
778;CAP     ;QOPM;BRANCO    
779;CAP     ;QOPM;PARDO     
780;CAP     ;QOPM;PARDO     
781;CAP     ;QOPM;BRANCO    
782;CAP     ;QOPM;BRANCO    
783;CAP     ;QOPM;BRANCO    
784;CAP     ;QOPM;BRANCO    
785;CAP     ;QOPM;PARDO     
786;CAP     ;QOPM;BRANCO    
787;CAP     ;QOPM;PARDO     
788;CAP     ;QOPM;BRANCO    
789;CAP     ;QOPM;PARDO     
790;CAP     ;QOPM;BRANCO    
791;CAP     ;QOPM;NAO INF.  
792;CAP     ;QOPM;PARDO     
793;CAP     ;QOPM;BRANCO    
794;CAP     ;QOPM;BRANCO    
795;CAP     ;QOPM;BRANCO    
796;CAP     ;QOPM;BRANCO    
797;CAP     ;QOPM;BRANCO    
798;CAP     ;QOPM;BRANCO    
799;CAP     ;QOPM;PARDO     
800;CAP     ;QOPM;PARDO     
801;CAP     ;QOPM;PARDO     
802;CAP     ;QOPM;BRANCO    
803;CAP     ;QOPM;PARDO     
804;CAP     ;QOPM;BRANCO    
805;CAP     ;QOPM;BRANCO    
806;CAP     ;QOPM;BRANCO    
807;CAP     ;QOPM;BRANCO    
808;CAP     ;QOPM;PARDO     
809;CAP     ;QOPM;BRANCO    
810;CAP     ;QOPM;BRANCO    
811;CAP     ;QOPM;NAO INF.  
812;CAP     ;QOPM;BRANCO    
813;CAP     ;QOPM;AMARELO   
814;CAP     ;QOPM;BRANCO    
815;CAP     ;QOPM;BRANCO    
816;CAP     ;QOPM;PARDO     
817;CAP     ;QOPM;PARDO     
818;CAP     ;QOPM;BRANCO    
819;CAP     ;QOPM;BRANCO    
820;CAP     ;QOPM;BRANCO    
821;CAP     ;QOPM;PARDO     
822;CAP     ;QOPM;BRANCO    
823;CAP     ;QOPM;BRANCO    
824;CAP     ;QOPM;PARDO     
825;CAP     ;QOPM;BRANCO    
826;CAP     ;QOPM;BRANCO    
827;CAP     ;QOPM;BRANCO    
828;CAP     ;QOPM;PARDO     
829;CAP     ;QOPM;PARDO     
830;CAP     ;QOPM;PARDO     
831;CAP     ;QOPM;PARDO     
832;CAP     ;QOPM;BRANCO    
833;CAP     ;QOPM;PARDO     
834;CAP     ;QOPM;BRANCO    
835;CAP     ;QOPM;AMARELO   
836;CAP     ;QOPM;BRANCO    
837;CAP     ;QOPM;BRANCO    
838;CAP     ;QOPM;BRANCO    
839;CAP     ;QOPM;BRANCO    
840;CAP     ;QOPM;AMARELO   
841;CAP     ;QOPM;BRANCO    
842;CAP     ;QOPM;PARDO     
843;CAP     ;QOPM;BRANCO    
844;CAP     ;QOPM;NAO INF.  
845;CAP     ;QOPM;PARDO     
846;CAP     ;QOPM;BRANCO    
847;CAP     ;QOPM;PARDO     
848;CAP     ;QOPM;PARDO     
849;CAP     ;QOPM;PARDO     
850;CAP     ;QOPM;PARDO     
851;CAP     ;QOPM;BRANCO    
852;CAP     ;QOPM;PARDO     
853;CAP     ;QOPM;BRANCO    
854;CAP     ;QOPM;PARDO     
855;CAP     ;QOPM;PARDO     
856;CAP     ;QOPM;BRANCO    
857;CAP     ;QOPM;BRANCO    
858;CAP     ;QOPM;PARDO     
859;CAP     ;QOPM;PARDO     
860;CAP     ;QOPM;BRANCO    
861;CAP     ;QOPM;BRANCO    
862;CAP     ;QOPM;NAO INF.  
863;CAP     ;QOPM;BRANCO    
864;CAP     ;QOPM;PARDO     
865;CAP     ;QOPM;BRANCO    
866;CAP     ;QOPM;BRANCO    
867;CAP     ;QOPM;PARDO     
868;CAP     ;QOPM;PARDO     
869;CAP     ;QOPM;BRANCO    
870;CAP     ;QOPM;BRANCO    
871;CAP     ;QOPM;BRANCO    
872;CAP     ;QOPM;BRANCO    
873;CAP     ;QOPM;PRETO     
874;CAP     ;QOPM;BRANCO    
875;CAP     ;QOPM;PARDO     
876;CAP     ;QOPM;BRANCO    
877;CAP     ;QOPM;PARDO     
878;CAP     ;QOPM;PARDO     
879;CAP     ;QOPM;BRANCO    
880;CAP     ;QOPM;PARDO     
881;CAP     ;QOPM;PARDO     
882;CAP     ;QOPM;BRANCO    
883;CAP     ;QOPM;BRANCO    
884;CAP     ;QOPM;PRETO     
885;CAP     ;QOPM;PARDO     
886;CAP     ;QOPM;PRETO     
887;CAP     ;QOPM;PRETO     
888;CAP     ;QOS ;BRANCO    
889;CAP     ;QOS ;PARDO     
890;CAP     ;QOS ;PARDO     
891;CAP     ;QOS ;PARDO     
892;CAP     ;QOS ;BRANCO    
893;CAP     ;QOS ;PARDO     
894;CAP     ;QOS ;BRANCO    
895;CAP     ;QOS ;PARDO     
896;CAP     ;QOS ;BRANCO    
897;CAP     ;QOS ;BRANCO    
898;CAP     ;QOS ;PARDO     
899;CAP     ;QOS ;BRANCO    
900;CAP     ;QOS ;BRANCO    
901;CAP     ;QOS ;BRANCO    
902;CAP     ;QOS ;PARDO     
903;CAP     ;QOS ;PARDO     
904;CAP     ;QOS ;BRANCO    
905;CAP     ;QOS ;PARDO     
906;CAP     ;QOS ;PARDO     
907;CAP     ;QOS ;BRANCO    
908;CAP     ;QOS ;BRANCO    
909;CAP     ;QOS ;BRANCO    
910;CAP     ;QOS ;BRANCO    
911;CAP     ;QOS ;BRANCO    
912;CAP     ;QOS ;BRANCO    
913;CAP     ;QOS ;BRANCO    
914;CAP     ;QOS ;PARDO     
915;CAP     ;QOS ;BRANCO    
916;CAP     ;QOS ;NAO INF.  
917;CAP     ;QOS ;PARDO     
918;CAP     ;QOS ;BRANCO    
919;CAP     ;QOC ;PARDO     
920;CAP     ;QOE ;PARDO     
921;CAP     ;QOC ;PARDO     
922;CAP     ;QOC ;PRETO     
923;CAP     ;QOPM;BRANCO    
924;CAP     ;QOPM;BRANCO    
925;CAP     ;QOPM;BRANCO    
926;CAP     ;QOPM;PARDO     
927;CAP     ;QOPM;BRANCO    
928;CAP     ;QOPM;BRANCO    
929;CAP     ;QOPM;PARDO     
930;CAP     ;QOPM;PARDO     
931;CAP     ;QOPM;BRANCO    
932;CAP     ;QOPM;AMARELO   
933;CAP     ;QOPM;BRANCO    
934;CAP     ;QOPM;PARDO     
935;CAP     ;QOPM;PARDO     
936;CAP     ;QOPM;PARDO     
937;CAP     ;QOPM;BRANCO    
938;CAP     ;QOPM;PARDO     
939;CAP     ;QOPM;BRANCO    
940;CAP     ;QOPM;PRETO     
941;CAP     ;QOPM;BRANCO    
942;CAP     ;QOPM;BRANCO    
943;CAP     ;QOPM;BRANCO    
944;CAP     ;QOPM;BRANCO    
945;CAP     ;QOPM;BRANCO    
946;CAP     ;QOPM;PRETO     
947;CAP     ;QOPM;BRANCO    
948;CAP     ;QOPM;BRANCO    
949;CAP     ;QOPM;BRANCO    
950;CAP     ;QOPM;PARDO     
951;CAP     ;QOPM;BRANCO    
952;CAP     ;QOPM;PARDO     
953;CAP     ;QOPM;BRANCO    
954;CAP     ;QOPM;PARDO     
955;CAP     ;QOPM;BRANCO    
956;CAP     ;QOPM;PRETO     
957;CAP     ;QOPM;PRETO     
958;CAP     ;QOPM;PARDO     
959;CAP     ;QOPM;BRANCO    
960;CAP     ;QOPM;BRANCO    
961;CAP     ;QOPM;BRANCO    
962;CAP     ;QOPM;PARDO     
963;CAP     ;QOPM;BRANCO    
964;CAP     ;QOPM;PARDO     
965;CAP     ;QOPM;BRANCO    
966;CAP     ;QOS ;BRANCO    
967;CAP     ;QOPM;PARDO     
968;CAP     ;QOPM;BRANCO    
969;CAP     ;QOPM;BRANCO    
970;CAP     ;QOPM;PARDO     
971;CAP     ;QOPM;BRANCO    
972;CAP     ;QOPM;BRANCO    
973;CAP     ;QOPM;BRANCO    
974;CAP     ;QOPM;BRANCO    
975;CAP     ;QOPM;PARDO     
976;CAP     ;QOPM;PRETO     
977;CAP     ;QOPM;BRANCO    
978;CAP     ;QOPM;PARDO     
979;CAP     ;QOPM;BRANCO    
980;CAP     ;QOS ;BRANCO    
981;CAP     ;QOPM;PARDO     
982;CAP     ;QOC ;BRANCO    
983;CAP     ;QOC ;PRETO     
984;CAP     ;QOPM;BRANCO    
985;CAP     ;QOPM;PARDO     
986;CAP     ;QOPM;PARDO     
987;CAP     ;QOPM;PARDO     
988;CAP     ;QOS ;BRANCO    
989;CAP     ;QOPM;PARDO     
990;CAP     ;QOPM;BRANCO    
991;CAP     ;QOPM;BRANCO    
992;CAP     ;QOPM;BRANCO    
993;CAP     ;QOPM;PARDO     
994;CAP     ;QOPM;BRANCO    
995;CAP     ;QOPM;BRANCO    
996;CAP     ;QOPM;BRANCO    
997;CAP     ;QOPM;BRANCO    
998;CAP     ;QOPM;PARDO     
999;CAP     ;QOPM;BRANCO    
1000;CAP     ;QOPM;BRANCO    
1001;CAP     ;QOPM;BRANCO    
1002;CAP     ;QOPM;PARDO     
1003;CAP     ;QOPM;PARDO     
1004;CAP     ;QOPM;BRANCO    
1005;CAP     ;QOPM;PARDO     
1006;CAP     ;QOPM;BRANCO    
1007;CAP     ;QOPM;PRETO     
1008;CAP     ;QOPM;BRANCO    
1009;CAP     ;QOPM;PARDO     
1010;CAP     ;QOPM;BRANCO    
1011;CAP     ;QOPM;PARDO     
1012;CAP     ;QOPM;PARDO     
1013;CAP     ;QOPM;BRANCO    
1014;CAP     ;QOPM;BRANCO    
1015;CAP     ;QOPM;BRANCO    
1016;CAP     ;QOPM;PARDO     
1017;CAP     ;QOPM;PARDO     
1018;CAP     ;QOPM;BRANCO    
1019;CAP     ;QOPM;BRANCO    
1020;CAP     ;QOPM;BRANCO    
1021;CAP     ;QOPM;PARDO     
1022;CAP     ;QOPM;BRANCO    
1023;CAP     ;QOPM;BRANCO    
1024;CAP     ;QOPM;BRANCO    
1025;CAP     ;QOPM;BRANCO    
1026;CAP     ;QOPM;BRANCO    
1027;CAP     ;QOPM;PARDO     
1028;CAP     ;QOPM;BRANCO    
1029;CAP     ;QOPM;BRANCO    
1030;CAP     ;QOPM;PARDO     
1031;CAP     ;QOPM;PRETO     
1032;CAP     ;QOPM;BRANCO    
1033;CAP     ;QOPM;BRANCO    
1034;CAP     ;QOPM;BRANCO    
1035;CAP     ;QOPM;BRANCO    
1036;CAP     ;QOPM;PARDO     
1037;CAP     ;QOPM;BRANCO    
1038;CAP     ;QOPM;PARDO     
1039;CAP     ;QOPM;PARDO     
1040;CAP     ;QOPM;PARDO     
1041;CAP     ;QOPM;BRANCO    
1042;CAP     ;QOPM;PARDO     
1043;CAP     ;QOPM;PARDO     
1044;CAP     ;QOPM;PARDO     
1045;CAP     ;QOPM;PARDO     
1046;CAP     ;QOPM;BRANCO    
1047;CAP     ;QOPM;BRANCO    
1048;CAP     ;QOPM;BRANCO    
1049;CAP     ;QOPM;BRANCO    
1050;CAP     ;QOPM;BRANCO    
1051;CAP     ;QOPM;PARDO     
1052;CAP     ;QOPM;PARDO     
1053;CAP     ;QOPM;BRANCO    
1054;CAP     ;QOPM;BRANCO    
1055;CAP     ;QOPM;PARDO     
1056;CAP     ;QOPM;BRANCO    
1057;CAP     ;QOPM;BRANCO    
1058;CAP     ;QOPM;BRANCO    
1059;CAP     ;QOPM;PRETO     
1060;CAP     ;QOPM;PARDO     
1061;CAP     ;QOPM;BRANCO    
1062;CAP     ;QOPM;BRANCO    
1063;CAP     ;QOPM;BRANCO    
1064;CAP     ;QOPM;BRANCO    
1065;CAP     ;QOPM;BRANCO    
1066;CAP     ;QOPM;PARDO     
1067;CAP     ;QOPM;BRANCO    
1068;CAP     ;QOPM;BRANCO    
1069;CAP     ;QOPM;PARDO     
1070;CAP     ;QOPM;PRETO     
1071;CAP     ;QOPM;PARDO     
1072;CAP     ;QOPM;PARDO     
1073;CAP     ;QOPM;PRETO     
1074;CAP     ;QOPM;PARDO     
1075;CAP     ;QOPM;BRANCO    
1076;CAP     ;QOPM;BRANCO    
1077;CAP     ;QOPM;PARDO     
1078;CAP     ;QOPM;PARDO     
1079;CAP     ;QOPM;BRANCO    
1080;CAP     ;QOPM;PRETO     
1081;CAP     ;QOPM;BRANCO    
1082;CAP     ;QOPM;PRETO     
1083;CAP     ;QOPM;BRANCO    
1084;CAP     ;QOPM;BRANCO    
1085;CAP     ;QOPM;BRANCO    
1086;CAP     ;QOPM;BRANCO    
1087;CAP     ;QOPM;BRANCO    
1088;CAP     ;QOPM;PARDO     
1089;CAP     ;QOPM;PRETO     
1090;CAP     ;QOPM;PARDO     
1091;CAP     ;QOPM;PARDO     
1092;CAP     ;QOPM;BRANCO    
1093;CAP     ;QOPM;BRANCO    
1094;CAP     ;QOPM;PARDO     
1095;CAP     ;QOPM;PARDO     
1096;CAP     ;QOS ;PARDO     
1097;CAP     ;QOS ;BRANCO    
1098;CAP     ;QOS ;PARDO     
1099;CAP     ;QOS ;BRANCO    
1100;CAP     ;QOS ;PARDO     
1101;CAP     ;QOS ;BRANCO    
1102;CAP     ;QOS ;BRANCO    
1103;CAP     ;QOS ;PARDO     
1104;CAP     ;QOS ;PARDO     
1105;CAP     ;QOS ;PARDO     
1106;CAP     ;QOS ;BRANCO    
1107;CAP     ;QOS ;PARDO     
1108;CAP     ;QOS ;BRANCO    
1109;CAP     ;QOS ;BRANCO    
1110;CAP     ;QOS ;PARDO     
1111;CAP     ;QOS ;BRANCO    
1112;CAP     ;QOS ;PARDO     
1113;CAP     ;QOS ;BRANCO    
1114;CAP     ;QOS ;PARDO     
1115;CAP     ;QOS ;PARDO     
1116;CAP     ;QOS ;PARDO     
1117;CAP     ;QOS ;PARDO     
1118;CAP     ;QOS ;PARDO     
1119;CAP     ;QOS ;BRANCO    
1120;CAP     ;QOS ;BRANCO    
1121;CAP     ;QOS ;PARDO     
1122;CAP     ;QOS ;PARDO     
1123;CAP     ;QOS ;NAO INF.  
1124;CAP     ;QOS ;PARDO     
1125;CAP     ;QOS ;BRANCO    
1126;CAP     ;QOS ;BRANCO    
1127;CAP     ;QOS ;BRANCO    
1128;CAP     ;QOS ;BRANCO    
1129;CAP     ;QOS ;BRANCO    
1130;CAP     ;QOS ;NAO INF.  
1131;CAP     ;QOS ;BRANCO    
1132;CAP     ;QOS ;BRANCO    
1133;CAP     ;QOS ;BRANCO    
1134;CAP     ;QOS ;BRANCO    
1135;CAP     ;QOS ;PARDO     
1136;CAP     ;QOS ;BRANCO    
1137;CAP     ;QOS ;BRANCO    
1138;CAP     ;QOS ;BRANCO    
1139;CAP     ;QOS ;BRANCO    
1140;CAP     ;QOS ;BRANCO    
1141;CAP     ;QOS ;PARDO     
1142;CAP     ;QOPM;BRANCO    
1143;CAP     ;QOPM;BRANCO    
1144;CAP     ;QOPM;PARDO     
1145;CAP     ;QOPM;BRANCO    
1146;CAP     ;QOPM;BRANCO    
1147;CAP     ;QOPM;BRANCO    
1148;CAP     ;QOPM;BRANCO    
1149;CAP     ;QOPM;PRETO     
1150;CAP     ;QOPM;PARDO     
1151;CAP     ;QOPM;BRANCO    
1152;CAP     ;QOPM;BRANCO    
1153;CAP     ;QOPM;BRANCO    
1154;CAP     ;QOPM;BRANCO    
1155;CAP     ;QOPM;PARDO     
1156;CAP     ;QOPM;PRETO     
1157;CAP     ;QOPM;PARDO     
1158;CAP     ;QOPM;BRANCO    
1159;CAP     ;QOPM;BRANCO    
1160;CAP     ;QOPM;BRANCO    
1161;CAP     ;QOPM;BRANCO    
1162;CAP     ;QOPM;BRANCO    
1163;CAP     ;QOPM;BRANCO    
1164;CAP     ;QOPM;BRANCO    
1165;CAP     ;QOPM;BRANCO    
1166;CAP     ;QOS ;PARDO     
1167;CAP     ;QOS ;BRANCO    
1168;CAP     ;QOPM;BRANCO    
1169;CAP     ;QOPM;PARDO     
1170;CAP     ;QOPM;PARDO     
1171;CAP     ;QOPM;PARDO     
1172;CAP     ;QOPM;BRANCO    
1173;CAP     ;QOPM;PARDO     
1174;CAP     ;QOPM;BRANCO    
1175;CAP     ;QOPM;PARDO     
1176;CAP     ;QOPM;PARDO     
1177;CAP     ;QOPM;PARDO     
1178;CAP     ;QOPM;AMARELO   
1179;CAP     ;QOPM;BRANCO    
1180;CAP     ;QOPM;PARDO     
1181;CAP     ;QOPM;BRANCO    
1182;CAP     ;QOPM;BRANCO    
1183;CAP     ;QOPM;BRANCO    
1184;CAP     ;QOS ;PARDO     
1185;CAP     ;QOS ;BRANCO    
1186;CAP     ;QOS ;BRANCO    
1187;CAP     ;QOS ;BRANCO    
1188;CAP     ;QOS ;BRANCO    
1189;CAP     ;QOS ;PARDO     
1190;CAP     ;QOS ;BRANCO    
1191;CAP     ;QOS ;PARDO     
1192;CAP     ;QOS ;BRANCO    
1193;CAP     ;QOS ;BRANCO    
1194;CAP     ;QOS ;PARDO     
1195;CAP     ;QOS ;BRANCO    
1196;CAP     ;QOS ;BRANCO    
1197;CAP     ;QOS ;BRANCO    
1198;CAP     ;QOS ;BRANCO    
1199;CAP     ;QOS ;BRANCO    
1200;CAP     ;QOS ;BRANCO    
1201;CAP     ;QOS ;BRANCO    
1202;CAP     ;QOS ;BRANCO    
1203;CAP     ;QOS ;BRANCO    
1204;CAP     ;QOS ;BRANCO    
1205;CAP     ;QOS ;BRANCO    
1206;CAP     ;QOS ;BRANCO    
1207;CAP     ;QOS ;BRANCO    
1208;CAP     ;QOS ;BRANCO    
1209;CAP     ;QOS ;BRANCO    
1210;CAP     ;QOS ;BRANCO    
1211;CAP     ;QOS ;AMARELO   
1212;CAP     ;QOS ;BRANCO    
1213;CAP     ;QOS ;PARDO     
1214;CAP     ;QOS ;BRANCO    
1215;CAP     ;QOS ;BRANCO    
1216;CAP     ;QOS ;BRANCO    
1217;CAP     ;QOS ;BRANCO    
1218;CAP     ;QOS ;BRANCO    
1219;CAP     ;QOS ;BRANCO    
1220;CAP     ;QOS ;BRANCO    
1221;CAP     ;QOPM;PARDO     
1222;CAP     ;QOS ;BRANCO    
1223;CAP     ;QOS ;BRANCO    
1224;CAP     ;QOPM;BRANCO    
1225;CAP     ;QOPM;BRANCO    
1226;CAP     ;QOS ;BRANCO    
1227;1 TEN   ;QOPM;PARDO     
1228;1 TEN   ;QOPM;PARDO     
1229;1 TEN   ;QOPM;PARDO     
1230;1 TEN   ;QOPM;BRANCO    
1231;1 TEN   ;QOPM;BRANCO    
1232;1 TEN   ;QOPM;PARDO     
1233;1 TEN   ;QOS ;BRANCO    
1234;1 TEN   ;QOPM;BRANCO    
1235;1 TEN   ;QOPM;BRANCO    
1236;1 TEN   ;QOPM;BRANCO    
1237;1 TEN   ;QOPM;PRETO     
1238;1 TEN   ;QOC ;BRANCO    
1239;1 TEN   ;QOS ;BRANCO    
1240;1 TEN   ;QOS ;BRANCO    
1241;1 TEN   ;QOPM;BRANCO    
1242;1 TEN   ;QOPM;PARDO     
1243;1 TEN   ;QOPM;BRANCO    
1244;1 TEN   ;QOPM;PARDO     
1245;1 TEN   ;QOPM;PARDO     
1246;1 TEN   ;QOPM;BRANCO    
1247;1 TEN   ;QOS ;PARDO     
1248;1 TEN   ;QOC ;PARDO     
1249;1 TEN   ;QOC ;PARDO     
1250;1 TEN   ;QOC ;BRANCO    
1251;1 TEN   ;QOC ;PARDO     
1252;1 TEN   ;QOC ;PARDO     
1253;1 TEN   ;QOC ;PARDO     
1254;1 TEN   ;QOC ;PARDO     
1255;1 TEN   ;QOC ;PARDO     
1256;1 TEN   ;QOC ;PARDO     
1257;1 TEN   ;QOC ;PARDO     
1258;1 TEN   ;QOC ;PARDO     
1259;1 TEN   ;QOC ;PARDO     
1260;1 TEN   ;QOC ;BRANCO    
1261;1 TEN   ;QOC ;BRANCO    
1262;1 TEN   ;QOC ;PARDO     
1263;1 TEN   ;QOC ;BRANCO    
1264;1 TEN   ;QOC ;PARDO     
1265;1 TEN   ;QOPM;BRANCO    
1266;1 TEN   ;QOC ;BRANCO    
1267;1 TEN   ;QOC ;BRANCO    
1268;1 TEN   ;QOC ;PARDO     
1269;1 TEN   ;QOC ;PARDO     
1270;1 TEN   ;QOC ;BRANCO    
1271;1 TEN   ;QOC ;PARDO     
1272;1 TEN   ;QOC ;BRANCO    
1273;1 TEN   ;QOC ;BRANCO    
1274;1 TEN   ;QOC ;PARDO     
1275;1 TEN   ;QOC ;PARDO     
1276;1 TEN   ;QOC ;NAO INF.  
1277;1 TEN   ;QOC ;PARDO     
1278;1 TEN   ;QOC ;BRANCO    
1279;1 TEN   ;QOC ;PARDO     
1280;1 TEN   ;QOC ;BRANCO    
1281;1 TEN   ;QOC ;PARDO     
1282;1 TEN   ;QOC ;BRANCO    
1283;1 TEN   ;QOC ;PARDO     
1284;1 TEN   ;QOC ;BRANCO    
1285;1 TEN   ;QOE ;PARDO     
1286;1 TEN   ;QOC ;PARDO     
1287;1 TEN   ;QOE ;PRETO     
1288;1 TEN   ;QOC ;PRETO     
1289;1 TEN   ;QOC ;PARDO     
1290;1 TEN   ;QOC ;PARDO     
1291;1 TEN   ;QOC ;PARDO     
1292;1 TEN   ;QOC ;PARDO     
1293;1 TEN   ;QOC ;PARDO     
1294;1 TEN   ;QOC ;BRANCO    
1295;1 TEN   ;QOC ;PARDO     
1296;1 TEN   ;QOPM;BRANCO    
1297;1 TEN   ;QOC ;PARDO     
1298;1 TEN   ;QOC ;BRANCO    
1299;1 TEN   ;QOC ;PARDO     
1300;1 TEN   ;QOC ;PARDO     
1301;1 TEN   ;QOC ;PARDO     
1302;1 TEN   ;QOC ;AMARELO   
1303;1 TEN   ;QOC ;BRANCO    
1304;1 TEN   ;QOC ;BRANCO    
1305;1 TEN   ;QOC ;BRANCO    
1306;1 TEN   ;QOC ;PARDO     
1307;1 TEN   ;QOC ;PRETO     
1308;1 TEN   ;QOC ;BRANCO    
1309;1 TEN   ;QOC ;PARDO     
1310;1 TEN   ;QOC ;PARDO     
1311;1 TEN   ;QOC ;PARDO     
1312;1 TEN   ;QOPM;PRETO     
1313;1 TEN   ;QOC ;PRETO     
1314;1 TEN   ;QOC ;PARDO     
1315;1 TEN   ;QOC ;PRETO     
1316;1 TEN   ;QOC ;PARDO     
1317;1 TEN   ;QOC ;BRANCO    
1318;1 TEN   ;QOC ;PARDO     
1319;1 TEN   ;QOC ;PARDO     
1320;1 TEN   ;QOC ;PARDO     
1321;1 TEN   ;QOC ;PARDO     
1322;1 TEN   ;QOC ;NAO INF.  
1323;1 TEN   ;QOC ;BRANCO    
1324;1 TEN   ;QOC ;PARDO     
1325;1 TEN   ;QOC ;BRANCO    
1326;1 TEN   ;QOC ;PARDO     
1327;1 TEN   ;QOC ;PARDO     
1328;1 TEN   ;QOC ;BRANCO    
1329;1 TEN   ;QOC ;BRANCO    
1330;1 TEN   ;QOC ;BRANCO    
1331;1 TEN   ;QOC ;PARDO     
1332;1 TEN   ;QOC ;BRANCO    
1333;1 TEN   ;QOE ;PRETO     
1334;1 TEN   ;QOC ;BRANCO    
1335;1 TEN   ;QOC ;BRANCO    
1336;1 TEN   ;QOC ;NAO INF.  
1337;1 TEN   ;QOC ;BRANCO    
1338;1 TEN   ;QOC ;BRANCO    
1339;1 TEN   ;QOPM;BRANCO    
1340;1 TEN   ;QOC ;PRETO     
1341;1 TEN   ;QOC ;BRANCO    
1342;1 TEN   ;QOC ;BRANCO    
1343;1 TEN   ;QOPM;BRANCO    
1344;1 TEN   ;QOC ;PARDO     
